airport_name	iata	number_of_hotels	country_code	deeplink	
Swan River	ZJN	2	ca	http://www.booking.com/airport/ca/ZJN.html	
Darke County	VES	8	us	http://www.booking.com/airport/us/VES.html	
Menorca	MAH	30	es	http://www.booking.com/airport/es/MAH.html	
Cavern City Air Terminal	CNM	10	us	http://www.booking.com/airport/us/CNM.html	
Neepawa	JV5	3	ca	http://www.booking.com/airport/ca/JV5.html	
Oakland International Airport	OAK	30	us	http://www.booking.com/airport/us/OAK.html	
Fort McMurray	YMM	12	ca	http://www.booking.com/airport/ca/YMM.html	
Girona-Costa Brava	GRO	30	es	http://www.booking.com/airport/es/GRO.html	
Tashkent International Airport	TAS	30	uz	http://www.booking.com/airport/uz/TAS.html	
Lamar County	M55	2	us	http://www.booking.com/airport/us/M55.html	
Aurora Airpark	01V	30	us	http://www.booking.com/airport/us/01V.html	
Bismarck	BIS	29	us	http://www.booking.com/airport/us/BIS.html	
Millington Regional Jetport	NQA	30	us	http://www.booking.com/airport/us/NQA.html	
Alexandra	ALR	30	nz	http://www.booking.com/airport/nz/ALR.html	
Pensacola Regional	PNS	30	us	http://www.booking.com/airport/us/PNS.html	
Trenton-Robbinsville	N87	30	us	http://www.booking.com/airport/us/N87.html	
La Gomera	GMZ	30	es	http://www.booking.com/airport/es/GMZ.html	
Greenville-Spartanburg International	GSP	30	us	http://www.booking.com/airport/us/GSP.html	
Ronchi Dei Legionari	TRS	30	it	http://www.booking.com/airport/it/TRS.html	
Nartron Field	RCT	5	us	http://www.booking.com/airport/us/RCT.html	
Sao Borja	QOJ	4	br	http://www.booking.com/airport/br/QOJ.html	
Maitland	MTL	30	au	http://www.booking.com/airport/au/MTL.html	
Nouadhibou	NDB	1	mr	http://www.booking.com/airport/mr/NDB.html	
Vernon	YVK	30	ca	http://www.booking.com/airport/ca/YVK.html	
Ficksburg Sentra Oes	FCB	3	za	http://www.booking.com/airport/za/FCB.html	
University-Oxford	UOX	1	us	http://www.booking.com/airport/us/UOX.html	
Harrismith	HRS	6	za	http://www.booking.com/airport/za/HRS.html	
Mataveri International	IPC	30	cl	http://www.booking.com/airport/cl/IPC.html	
Dodoma	DOD	1	tz	http://www.booking.com/airport/tz/DOD.html	
Tamale	TML	1	gh	http://www.booking.com/airport/gh/TML.html	
Port Bucyrus-Crawford County	17G	10	us	http://www.booking.com/airport/us/17G.html	
Granville	GFR	30	fr	http://www.booking.com/airport/fr/GFR.html	
Reno/Stead	4SD	30	us	http://www.booking.com/airport/us/4SD.html	
Pirapora	PIV	1	br	http://www.booking.com/airport/br/PIV.html	
Stuttgart Municipal	SGT	3	us	http://www.booking.com/airport/us/SGT.html	
Kemi Tornio	KEM	14	fi	http://www.booking.com/airport/fi/KEM.html	
Stockton Metropolitan	SCK	30	us	http://www.booking.com/airport/us/SCK.html	
Central Illinois Regional	BMI	29	us	http://www.booking.com/airport/us/BMI.html	
Frankfurt-Hahn Airport	HHN	30	de	http://www.booking.com/airport/de/HHN.html	
Kvernberget	KSU	30	no	http://www.booking.com/airport/no/KSU.html	
Bar Yehuda Airfield	MTZ	30	il	http://www.booking.com/airport/il/MTZ.html	
Port Lincoln	PLO	13	au	http://www.booking.com/airport/au/PLO.html	
Airpark-Dallas	F69	30	us	http://www.booking.com/airport/us/F69.html	
Goleniów	SZZ	30	pl	http://www.booking.com/airport/pl/SZZ.html	
Cibao	STI	23	do	http://www.booking.com/airport/do/STI.html	
Skardu	KDU	2	pk	http://www.booking.com/airport/pk/KDU.html	
Clinton Regional	CLK	14	us	http://www.booking.com/airport/us/CLK.html	
North Las Vegas	VGT	30	us	http://www.booking.com/airport/us/VGT.html	
Mount Washington Regional	HIE	24	us	http://www.booking.com/airport/us/HIE.html	
Maverick County Memorial International	5T9	15	us	http://www.booking.com/airport/us/5T9.html	
La Junta Municipal	LHX	6	us	http://www.booking.com/airport/us/LHX.html	
Jesup-Wayne County	JES	4	us	http://www.booking.com/airport/us/JES.html	
Chişinău	KIV	30	md	http://www.booking.com/airport/md/KIV.html	
Junction	U13	1	us	http://www.booking.com/airport/us/U13.html	
Jacksonville Municipal	IJX	7	us	http://www.booking.com/airport/us/IJX.html	
Des Moines	DSM	30	us	http://www.booking.com/airport/us/DSM.html	
Stevens Field	2V1	17	us	http://www.booking.com/airport/us/2V1.html	
Battlefield Heliport	PA1	30	us	http://www.booking.com/airport/us/PA1.html	
Ponikve	UZC	30	rs	http://www.booking.com/airport/rs/UZC.html	
Memphis Municipal	F21	2	us	http://www.booking.com/airport/us/F21.html	
Passo Fundo	PFB	5	br	http://www.booking.com/airport/br/PFB.html	
Yasawa Island	YAS	1	bs	http://www.booking.com/airport/bs/YAS.html	
Phu Quoc International Airport	PQC	30	vn	http://www.booking.com/airport/vn/PQC.html	
Fukue	FUJ	1	jp	http://www.booking.com/airport/jp/FUJ.html	
Maury County	MRC	7	us	http://www.booking.com/airport/us/MRC.html	
Cachoeira Do Sul	QDB	2	br	http://www.booking.com/airport/br/QDB.html	
Columbus Municipal	CLU	18	us	http://www.booking.com/airport/us/CLU.html	
Ottawa Macdonald-Cartier International Airport	YOW	30	ca	http://www.booking.com/airport/ca/YOW.html	
Roscommon County	HTL	2	us	http://www.booking.com/airport/us/HTL.html	
McMinnville Municipal	MMV	26	us	http://www.booking.com/airport/us/MMV.html	
Kelley Bks Ahp	ED4	30	de	http://www.booking.com/airport/de/ED4.html	
Co-op Point	YCP	6	ca	http://www.booking.com/airport/ca/YCP.html	
Cowley	YYM	18	ca	http://www.booking.com/airport/ca/YYM.html	
Panola County -Sharpe Field	4F2	5	us	http://www.booking.com/airport/us/4F2.html	
Beeville Municipal	3R0	8	us	http://www.booking.com/airport/us/3R0.html	
Bhuj/Bhuj Rudra Mata Air Force Base	BHJ	6	in	http://www.booking.com/airport/in/BHJ.html	
Glentanner	GTN	18	nz	http://www.booking.com/airport/nz/GTN.html	
Cape Canaveral AFS Skid Strip	XMR	30	us	http://www.booking.com/airport/us/XMR.html	
Bandon State	S05	3	us	http://www.booking.com/airport/us/S05.html	
El Dorado International	BOG	30	co	http://www.booking.com/airport/co/BOG.html	
Vilhelmina	VHM	4	se	http://www.booking.com/airport/se/VHM.html	
Belgorod	EGO	31	ru	http://www.booking.com/airport/ru/EGO.html	
General José María Yáñez International	GYM	30	mx	http://www.booking.com/airport/mx/GYM.html	
Oskemen	UKK	9	kz	http://www.booking.com/airport/kz/UKK.html	
Smith Field	SMD	30	us	http://www.booking.com/airport/us/SMD.html	
Ha'il Airport	HAS	11	sa	http://www.booking.com/airport/sa/HAS.html	
Walter J Koladza	GBR	30	us	http://www.booking.com/airport/us/GBR.html	
Mostar International Airport	OMO	30	ba	http://www.booking.com/airport/ba/OMO.html	
Joplin Regional	JLN	26	us	http://www.booking.com/airport/us/JLN.html	
Lins	LIP	3	br	http://www.booking.com/airport/br/LIP.html	
Myrtle Beach Airport	MYR	30	us	http://www.booking.com/airport/us/MYR.html	
Walla Walla Regional Airport	ALW	13	us	http://www.booking.com/airport/us/ALW.html	
Virginia Highlands	VJI	19	us	http://www.booking.com/airport/us/VJI.html	
Elmas	CAG	30	it	http://www.booking.com/airport/it/CAG.html	
Leribe	LRB	9	ls	http://www.booking.com/airport/ls/LRB.html	
Marshfield Municipal	MFI	8	us	http://www.booking.com/airport/us/MFI.html	
Dalton Municipal	DNN	30	us	http://www.booking.com/airport/us/DNN.html	
Whiskey Creek	94E	9	us	http://www.booking.com/airport/us/94E.html	
Lampson Field	1O2	27	us	http://www.booking.com/airport/us/1O2.html	
Norseman	NSM	1	au	http://www.booking.com/airport/au/NSM.html	
Kittilä Airport	KTT	30	fi	http://www.booking.com/airport/fi/KTT.html	
Elesmes	XME	30	fr	http://www.booking.com/airport/fr/XME.html	
Hawkins Field	HKS	30	us	http://www.booking.com/airport/us/HKS.html	
Lemhi County	SMN	4	us	http://www.booking.com/airport/us/SMN.html	
Whiteman	WHP	30	us	http://www.booking.com/airport/us/WHP.html	
Lic. Gustavo Diaz Ordaz	PVR	30	mx	http://www.booking.com/airport/mx/PVR.html	
Benito Juárez	MEX	30	mx	http://www.booking.com/airport/mx/MEX.html	
Ile Des Pins	ILP	3	nc	http://www.booking.com/airport/nc/ILP.html	
Niagara Falls International	IAG	30	us	http://www.booking.com/airport/us/IAG.html	
Vieques	VQS	30	pr	http://www.booking.com/airport/pr/VQS.html	
Tancredo Thomaz de Faria	GPB	7	br	http://www.booking.com/airport/br/GPB.html	
Rongelap	RNP	1	us	http://www.booking.com/airport/us/RNP.html	
Fletcher Field	CKM	1	us	http://www.booking.com/airport/us/CKM.html	
Pajala	PJA	5	se	http://www.booking.com/airport/se/PJA.html	
Rothenburg Gorlitz	QTK	31	de	http://www.booking.com/airport/de/QTK.html	
Sabre AHP (Fort Campbell) Heliport	EOD	30	us	http://www.booking.com/airport/us/EOD.html	
Williamsburg-Whitley County	W38	13	us	http://www.booking.com/airport/us/W38.html	
São Gonçalo do Amarante International Airport	NAT	30	br	http://www.booking.com/airport/br/NAT.html	
Boeing Helicopters Center 3 South	PS1	30	us	http://www.booking.com/airport/us/PS1.html	
Gerald R Ford	GRR	30	us	http://www.booking.com/airport/us/GRR.html	
Roberts Field	RDM	30	us	http://www.booking.com/airport/us/RDM.html	
Healdton Municipal	F32	14	us	http://www.booking.com/airport/us/F32.html	
Tecumseh Municipal	0G3	1	us	http://www.booking.com/airport/us/0G3.html	
Malden Municipal	MAW	3	us	http://www.booking.com/airport/us/MAW.html	
